Application Number,Total Amount,Total Number,Application Received Date,Application Approved Date,Vehicle Category,Vehicle Model,Vehicle Make,Vehicle Year,Date of Purchase,Purchase or Lease?,Zip Code,County
M-013798,"$2,500",2500,12/15/18 11:06,1/4/19 16:51,BEV,Tesla Model 3,Tesla,2018,2018-11-14,Purchase,2118,Suffolk
M-013799,"$2,500",2500,12/15/18 11:07,1/4/19 16:52,BEV,Tesla Model 3,Tesla,2018,2018-12-14,Purchase,2482,Norfolk
M-013800,"$2,500",2500,12/15/18 11:22,1/17/19 11:50,BEV,Tesla Model 3,Tesla,2018,2018-12-14,Purchase,2460,Middlesex
M-013801,"$2,500",2500,12/15/18 11:32,1/4/19 17:16,PHEV+,Chevrolet Volt,Chevrolet,2018,2018-12-10,Purchase,1772,Worcester
M-013803,"$2,500",2500,12/15/18 11:52,1/4/19 18:51,PHEV+,Mitsubishi Outlander PHEV,Mitsubishi,2018,2018-11-26,Lease,2451,Middlesex
M-013804,"$2,500",2500,12/15/18 11:53,1/4/19 16:23,BEV,Tesla Model 3,Tesla,2018,2018-12-14,Purchase,2067,Norfolk
M-013805,"$2,500",2500,12/15/18 12:46,1/15/19 12:31,PHEV+,Chevrolet Volt,Chevrolet,2019,2018-11-24,Purchase,2144,Middlesex
M-013806,"$2,500",2500,12/15/18 13:07,1/4/19 18:02,BEV,Tesla Model 3,Tesla,2018,2018-11-27,Purchase,1772,Worcester
M-013807,"$1,000",1000,12/15/18 13:24,1/22/19 15:48,BEV,Tesla Model X,Tesla,2018,2018-12-15,Lease,2492,Norfolk
M-013808,"$2,500",2500,12/15/18 13:26,1/24/19 19:23,BEV,Tesla Model 3,Tesla,2018,2018-10-30,Lease,2148,Middlesex
M-013809,"$2,500",2500,12/15/18 13:26,1/7/19 12:56,BEV,Tesla Model 3,Tesla,2018,2018-12-13,Purchase,2458,Middlesex
M-013810,"$2,500",2500,12/15/18 13:37,1/4/19 18:58,BEV,Chevrolet Bolt EV,Chevrolet,2019,2018-12-14,Purchase,1609,Worcester
M-013811,"$2,500",2500,12/15/18 13:49,1/4/19 16:25,BEV,Chevrolet Bolt EV,Chevrolet,2019,2018-11-29,Purchase,2461,Middlesex
M-013812,"$2,500",2500,12/15/18 14:10,1/8/19 18:22,BEV,Tesla Model 3,Tesla,2018,2018-12-12,Purchase,1945,Essex
M-013813,"$2,500",2500,12/15/18 14:24,1/7/19 18:05,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,1062,Hampshire
M-013814,"$1,500",1500,12/15/18 14:37,1/4/19 17:48,PHEV,Toyota Prius Prime,Toyota,2018,2018-12-15,Purchase,1746,Middlesex
M-013815,"$2,500",2500,12/15/18 14:37,1/7/19 17:09,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,1776,Middlesex
M-013816,"$2,500",2500,12/15/18 14:43,1/4/19 17:53,BEV,Tesla Model 3,Tesla,2018,2018-11-28,Purchase,1832,Essex
M-013817,"$2,500",2500,12/15/18 15:07,1/7/19 18:05,BEV,BMW i3 REx,BMW,2018,2018-12-15,Lease,2138,Middlesex
M-013818,"$2,500",2500,12/15/18 15:20,1/4/19 16:56,BEV,Tesla Model 3,Tesla,2018,2018-10-01,Purchase,2140,Middlesex
M-013819,"$1,000",1000,12/15/18 16:07,1/7/19 17:02,BEV,Tesla Model S 100 kWh,Tesla,2018,2018-12-13,Purchase,2446,Norfolk
M-013820,"$2,500",2500,12/15/18 16:18,1/4/19 16:57,BEV,Tesla Model 3,Tesla,2018,2018-12-14,Purchase,2493,Middlesex
M-013821,"$1,500",1500,12/15/18 16:51,1/4/19 18:38,PHEV,Toyota Prius Prime,Toyota,2018,2018-12-15,Purchase,1915,Essex
M-013822,"$2,500",2500,12/15/18 17:03,1/7/19 17:57,BEV,Tesla Model 3,Tesla,2018,2018-12-07,Purchase,2468,Middlesex
M-013823,"$2,500",2500,12/15/18 17:03,1/17/19 11:00,BEV,Tesla Model 3,Tesla,2018,2018-12-14,Purchase,2043,Plymouth
M-013824,"$2,500",2500,12/15/18 17:04,1/7/19 11:39,PHEV+,Honda Clarity PHEV,Honda,2018,2018-12-14,Lease,1833,Essex
M-013826,"$2,500",2500,12/15/18 17:33,1/8/19 18:59,PHEV+,Chevrolet Volt,Chevrolet,2018,2018-12-11,Lease,2030,Norfolk
M-013827,"$2,500",2500,12/15/18 17:42,1/4/19 16:50,BEV,Tesla Model 3,Tesla,2018,2018-12-14,Purchase,2038,Norfolk
M-013828,"$1,500",1500,12/15/18 17:56,1/4/19 17:20,PHEV,Toyota Prius Prime,Toyota,2018,2018-12-14,Purchase,2135,Suffolk
M-013829,"$2,500",2500,12/15/18 18:35,1/4/19 16:58,PHEV+,Chrysler Pacifica,Chrysler,2019,2018-12-12,Purchase,2030,Norfolk
M-013830,"$2,500",2500,12/15/18 18:38,1/8/19 17:04,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,2468,Middlesex
M-013831,"$2,500",2500,12/15/18 18:46,1/4/19 17:18,BEV,Tesla Model 3,Tesla,2018,2018-12-10,Purchase,1938,Essex
M-013832,"$2,500",2500,12/15/18 19:08,1/14/19 16:28,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,2421,Middlesex
M-013833,"$2,500",2500,12/15/18 19:57,1/9/19 17:20,BEV,Tesla Model 3,Tesla,2018,2018-10-06,Purchase,2459,Middlesex
M-013834,"$2,500",2500,12/15/18 21:13,1/4/19 16:57,BEV,Tesla Model 3,Tesla,2018,2018-12-06,Purchase,2421,Middlesex
M-013835,"$2,500",2500,12/15/18 21:27,1/16/19 10:59,PHEV+,Honda Clarity PHEV,Honda,2018,2018-12-14,Purchase,2072,Norfolk
M-013836,"$2,500",2500,12/15/18 21:36,1/7/19 16:25,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,1983,Essex
M-013837,"$2,500",2500,12/15/18 21:44,1/7/19 11:37,BEV,Tesla Model 3,Tesla,2018,2018-12-14,Purchase,1721,Middlesex
M-013838,"$2,500",2500,12/15/18 23:44,1/14/19 16:26,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,1824,Middlesex
M-013839,"$2,500",2500,12/16/18 0:17,1/4/19 18:45,BEV,Tesla Model 3,Tesla,2018,2018-12-14,Purchase,2453,Middlesex
M-013840,"$1,500",1500,12/16/18 0:48,1/4/19 18:28,PHEV,Toyota Prius Prime,Toyota,2018,2018-11-28,Purchase,2472,Middlesex
M-013841,"$2,500",2500,12/16/18 6:52,1/4/19 17:09,PHEV+,Chevrolet Volt,Chevrolet,2019,2018-11-28,Purchase,1860,Essex
M-013842,"$1,000",1000,12/16/18 7:37,1/7/19 16:37,BEV,Tesla Model X,Tesla,2018,2018-12-15,Purchase,1520,Worcester
M-013843,"$2,500",2500,12/16/18 7:51,1/17/19 16:33,BEV,Tesla Model 3,Tesla,2018,2018-12-16,Purchase,1588,Worcester
M-013844,"$2,500",2500,12/16/18 8:41,1/4/19 17:01,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,2478,Middlesex
M-013845,"$2,500",2500,12/16/18 9:11,1/7/19 15:40,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,1701,Middlesex
M-013846,"$2,500",2500,12/16/18 9:27,1/4/19 18:14,PHEV+,Mitsubishi Outlander PHEV,Mitsubishi,2018,2018-12-08,Purchase,1581,Worcester
M-013847,"$1,500",1500,12/16/18 9:34,1/4/19 17:13,PHEV,Toyota Prius Prime,Toyota,2018,2018-12-13,Purchase,2420,Middlesex
M-013848,"$1,500",1500,12/16/18 9:38,1/7/19 17:10,PHEV,Kia Niro Plug-in Hybrid,Kia,2019,2018-12-14,Lease,2445,Norfolk
M-013849,"$2,500",2500,12/16/18 10:06,1/4/19 17:18,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,2459,Middlesex
M-013851,"$2,500",2500,12/16/18 10:28,1/8/19 16:17,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,2534,
M-013852,"$1,000",1000,12/16/18 10:38,1/7/19 17:52,BEV,Tesla Model X,Tesla,2018,2018-09-29,Purchase,2114,Suffolk
M-013853,"$1,000",1000,12/16/18 11:00,1/18/19 13:51,BEV,Tesla Model X,Tesla,2018,2018-12-13,Purchase,2478,Middlesex
M-013854,"$2,500",2500,12/16/18 11:06,1/4/19 18:39,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,1702,Middlesex
M-013855,"$2,500",2500,12/16/18 11:08,1/4/19 17:56,BEV,Tesla Model 3,Tesla,2018,2018-12-07,Purchase,1201,Berkshire
M-013856,"$1,000",1000,12/16/18 11:49,1/4/19 17:09,BEV,Tesla Model S - 75 kWh,Tesla,2018,2018-12-14,Purchase,2467,Suffolk
M-013857,"$1,000",1000,12/16/18 11:55,1/7/19 16:04,BEV,Tesla Model X,Tesla,2018,2018-10-29,Purchase,1778,Middlesex
M-013858,"$2,500",2500,12/16/18 11:59,1/4/19 17:20,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,2140,Middlesex
M-013859,"$2,500",2500,12/16/18 12:10,1/4/19 17:22,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,2140,Middlesex
M-013860,"$2,500",2500,12/16/18 12:19,1/4/19 17:36,BEV,Tesla Model 3,Tesla,2018,2018-12-05,Purchase,1890,Middlesex
M-013861,"$2,500",2500,12/16/18 12:20,1/16/19 17:35,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,2481,Norfolk
M-013862,"$1,000",1000,12/16/18 12:36,1/7/19 17:58,BEV,Tesla Model S - 75 kWh,Tesla,2018,2018-12-04,Purchase,1060,Hampshire
M-013863,"$2,500",2500,12/16/18 12:40,1/14/19 14:31,BEV,Chevrolet Bolt EV,Chevrolet,2019,2018-11-19,Purchase,2468,Middlesex
M-013864,"$2,500",2500,12/16/18 12:41,1/7/19 18:58,BEV,Tesla Model 3,Tesla,2019,2018-12-15,Purchase,2465,Middlesex
M-013865,"$2,500",2500,12/16/18 12:55,1/4/19 17:32,PHEV+,Chevrolet Volt,Chevrolet,2018,2018-12-15,Purchase,1301,Franklin
M-013866,"$2,500",2500,12/16/18 13:04,1/4/19 18:32,BEV,Tesla Model 3,Tesla,2018,2018-11-30,Purchase,1749,Middlesex
M-013867,"$2,500",2500,12/16/18 13:07,1/4/19 17:08,PHEV+,Mitsubishi Outlander PHEV,Mitsubishi,2018,2018-12-10,Lease,1970,Essex
M-013868,"$2,500",2500,12/16/18 14:17,1/4/19 17:34,BEV,Tesla Model 3,Tesla,2018,2018-11-27,Purchase,1106,Hampden
M-013870,"$2,500",2500,12/16/18 14:32,1/4/19 17:41,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,1701,Middlesex
M-013871,"$2,500",2500,12/16/18 16:14,1/4/19 18:34,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,1886,Middlesex
M-013872,"$2,500",2500,12/16/18 16:16,1/17/19 12:21,BEV,Tesla Model 3,Tesla,2018,2018-09-30,Purchase,2446,Norfolk
M-013873,"$2,500",2500,12/16/18 16:17,1/10/19 18:54,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,2493,Middlesex
M-013874,"$2,500",2500,12/16/18 16:19,1/9/19 18:02,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,1536,Worcester
M-013875,"$1,500",1500,12/16/18 16:24,1/4/19 18:48,PHEV,Toyota Prius Prime,Toyota,2018,2018-12-14,Purchase,1810,Essex
M-013876,"$1,000",1000,12/16/18 16:35,1/17/19 10:18,BEV,Tesla Model X,Tesla,2018,2018-09-19,Purchase,2421,Middlesex
M-013878,"$2,500",2500,12/16/18 17:13,1/10/19 11:32,BEV,Tesla Model 3,Tesla,2018,2018-11-27,Purchase,2493,Middlesex
M-013879,"$2,500",2500,12/16/18 17:35,1/4/19 17:49,BEV,Tesla Model 3,Tesla,2018,2018-12-13,Purchase,1801,Middlesex
M-013880,"$2,500",2500,12/16/18 17:40,1/4/19 18:38,BEV,Tesla Model 3,Tesla,2018,2018-12-14,Purchase,2421,Middlesex
M-013881,"$1,000",1000,12/16/18 17:50,1/7/19 16:10,BEV,Tesla Model X,Tesla,2018,2018-12-15,Purchase,2459,Middlesex
M-013882,"$2,500",2500,12/16/18 17:55,1/17/19 10:17,PHEV+,Chevrolet Volt,Chevrolet,2018,2018-12-16,Lease,2066,Plymouth
M-013884,"$2,500",2500,12/16/18 18:30,1/4/19 17:55,BEV,Tesla Model 3,Tesla,2018,2018-12-04,Purchase,1267,Berkshire
M-013885,"$1,500",1500,12/16/18 18:37,1/4/19 18:48,PHEV,Toyota Prius Prime,Toyota,2018,2018-12-15,Purchase,1201,Berkshire
M-013886,"$2,500",2500,12/16/18 18:53,1/15/19 18:47,PHEV+,Honda Clarity PHEV,Honda,2018,2018-12-16,Lease,1810,Essex
M-013887,"$2,500",2500,12/16/18 18:55,1/4/19 18:52,BEV,Chevrolet Bolt EV,Chevrolet,2019,2018-12-15,Purchase,2476,Middlesex
M-013888,"$2,500",2500,12/16/18 18:59,1/4/19 17:50,BEV,Tesla Model 3,Tesla,2018,2018-12-10,Purchase,1721,Middlesex
M-013889,"$1,500",1500,12/16/18 19:04,1/4/19 18:21,PHEV,Toyota Prius Prime,Toyota,2018,2018-12-12,Purchase,2766,Bristol
M-013890,"$2,500",2500,12/16/18 19:07,1/7/19 17:28,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,1801,Middlesex
M-013891,"$2,500",2500,12/16/18 19:47,1/7/19 18:03,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,1821,Middlesex
M-013892,"$2,500",2500,12/16/18 19:48,1/8/19 15:21,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,2093,Norfolk
M-013893,"$1,000",1000,12/16/18 20:08,1/14/19 19:09,BEV,Tesla Model S 100 kWh,Tesla,2018,2018-11-26,Purchase,1760,Middlesex
M-013894,"$2,500",2500,12/16/18 20:16,1/7/19 16:27,BEV,Tesla Model 3,Tesla,2018,2018-11-14,Purchase,2459,Middlesex
M-013895,"$2,500",2500,12/16/18 20:23,1/14/19 13:37,PHEV+,Chevrolet Volt,Chevrolet,2018,2018-12-14,Lease,1757,Worcester
M-013896,"$2,500",2500,12/16/18 21:16,1/4/19 17:54,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,2138,Middlesex
M-013897,"$2,500",2500,12/16/18 22:07,1/4/19 17:15,BEV,Tesla Model 3,Tesla,2018,2018-12-14,Purchase,1545,Worcester
M-013898,"$2,500",2500,12/16/18 22:18,1/4/19 18:38,BEV,Tesla Model 3,Tesla,2018,2018-12-14,Purchase,2482,Norfolk
M-013900,"$1,000",1000,12/16/18 23:03,1/7/19 13:51,BEV,Tesla Model X,Tesla,2018,2018-12-14,Purchase,2420,Middlesex
M-013901,"$2,500",2500,12/16/18 23:16,1/4/19 19:02,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,1985,Essex
M-013902,"$2,500",2500,12/16/18 23:57,1/4/19 17:37,BEV,Tesla Model 3,Tesla,2018,2018-12-14,Purchase,1778,Middlesex
M-013903,"$1,000",1000,12/17/18 6:43,1/7/19 17:41,BEV,Tesla Model S 100 kWh,Tesla,2018,2018-12-13,Purchase,1776,Middlesex
M-013904,"$2,500",2500,12/17/18 6:47,1/4/19 18:01,BEV,Tesla Model 3,Tesla,2018,2018-12-12,Purchase,1370,Franklin
M-013905,"$1,500",1500,12/17/18 8:16,1/16/19 17:45,PHEV,Toyota Prius Prime,Toyota,2018,2018-09-21,Purchase,1757,Worcester
M-013906,"$2,500",2500,12/17/18 8:24,1/4/19 17:43,BEV,Tesla Model 3,Tesla,2018,2018-12-14,Purchase,2465,Middlesex
M-013907,"$2,500",2500,12/17/18 8:33,1/4/19 18:28,BEV,Nissan Leaf SL,Nissan,2019,2018-12-16,Purchase,1776,Middlesex
M-013908,"$2,500",2500,12/17/18 9:36,1/25/19 13:47,BEV,Tesla Model 3,Tesla,2018,2018-12-08,Purchase,2019,Norfolk
M-013909,"$2,500",2500,12/17/18 9:47,1/4/19 18:06,BEV,Tesla Model 3,Tesla,2018,2018-12-14,Purchase,1748,Middlesex
M-013910,"$2,500",2500,12/17/18 9:54,1/4/19 17:16,BEV,Tesla Model 3,Tesla,2018,2018-11-09,Purchase,2493,Middlesex
M-013911,"$2,500",2500,12/17/18 10:25,1/4/19 18:24,BEV,Tesla Model 3,Tesla,2018,2018-10-30,Purchase,2067,Norfolk
M-013912,"$1,000",1000,12/17/18 10:30,1/24/19 10:51,BEV,Tesla Model S - 75 kWh,Tesla,2018,2018-12-11,Purchase,2481,Norfolk
M-013913,"$2,500",2500,12/17/18 10:30,1/4/19 18:07,BEV,Tesla Model 3,Tesla,2018,2018-12-13,Purchase,2186,Norfolk
M-013914,"$1,000",1000,12/17/18 10:48,1/4/19 17:19,BEV,Tesla Model S 100 kWh,Tesla,2018,2018-12-14,Purchase,1915,Essex
M-013915,"$2,500",2500,12/17/18 10:56,1/25/19 18:14,BEV,Tesla Model 3,Tesla,2018,2018-12-12,Purchase,2155,Middlesex
M-013916,"$2,500",2500,12/17/18 11:54,1/4/19 18:19,PHEV+,Mitsubishi Outlander PHEV,Mitsubishi,2018,2018-12-11,Lease,1923,Essex
M-013918,"$2,500",2500,12/17/18 12:28,1/8/19 17:05,BEV,Tesla Model 3,Tesla,2018,2018-11-26,Purchase,2145,Middlesex
M-013919,"$2,500",2500,12/17/18 12:39,1/4/19 18:22,BEV,Tesla Model 3,Tesla,2018,2018-12-14,Purchase,1879,Middlesex
M-013920,"$1,000",1000,12/17/18 13:08,1/4/19 17:22,BEV,Tesla Model S 100 kWh,Tesla,2018,2018-12-14,Purchase,2492,Norfolk
M-013921,"$1,500",1500,12/17/18 13:15,1/8/19 18:48,PHEV,Toyota Prius Prime,Toyota,2018,2018-09-18,Purchase,2115,Suffolk
M-013922,"$2,500",2500,12/17/18 13:23,1/4/19 18:25,BEV,Tesla Model 3,Tesla,2018,2018-12-14,Purchase,2090,Norfolk
M-013923,"$2,500",2500,12/17/18 13:26,1/4/19 17:25,BEV,Tesla Model 3,Tesla,2018,2018-12-14,Purchase,1536,Worcester
M-013925,"$2,500",2500,12/17/18 13:53,1/4/19 18:05,BEV,Tesla Model 3,Tesla,2018,2018-11-16,Purchase,2090,Norfolk
M-013926,"$2,500",2500,12/17/18 14:01,1/16/19 13:46,BEV,Volkswagen e-Golf,Volkswagen,2018,2018-11-14,Purchase,2472,Middlesex
M-013927,"$2,500",2500,12/17/18 14:02,1/4/19 18:28,BEV,Tesla Model 3,Tesla,2018,2018-12-10,Purchase,1983,Essex
M-013928,"$2,500",2500,12/17/18 14:45,1/14/19 12:05,BEV,Tesla Model 3,Tesla,2018,2018-10-29,Purchase,2025,Norfolk
M-013929,"$1,500",1500,12/17/18 15:01,1/7/19 16:07,PHEV,Toyota Prius Prime,Toyota,2018,2018-12-12,Purchase,2492,Norfolk
M-013930,"$1,500",1500,12/17/18 15:16,1/14/19 13:52,PHEV,Toyota Prius Prime,Toyota,2018,2018-12-16,Purchase,2492,Norfolk
M-013931,"$2,500",2500,12/17/18 15:20,1/4/19 17:25,BEV,Tesla Model 3,Tesla,2018,2018-12-07,Purchase,2302,Plymouth
M-013932,"$2,500",2500,12/17/18 15:21,1/7/19 11:46,BEV,Tesla Model 3,Tesla,2018,2018-12-17,Purchase,1721,Middlesex
M-013933,"$1,000",1000,12/17/18 15:45,1/4/19 18:35,PHEV,Volvo XC60 T8,Volvo,2018,2018-12-15,Purchase,2481,Norfolk
M-013934,"$2,500",2500,12/17/18 15:48,1/7/19 16:52,PHEV+,Chevrolet Volt,Chevrolet,2018,2018-12-17,Purchase,1803,Middlesex
M-013935,"$2,500",2500,12/17/18 16:11,1/4/19 18:13,BEV,Tesla Model 3,Tesla,2018,2018-12-15,Purchase,1720,Middlesex
M-013936,"$1,500",1500,12/17/18 16:23,1/4/19 17:39,PHEV,Toyota Prius Prime,Toyota,2018,2018-12-13,Purchase,2452,Middlesex
M-013938,"$2,500",2500,12/17/18 16:39,1/7/19 13:26,BEV,Chevrolet Bolt EV,Chevrolet,2019,2018-12-14,Purchase,1370,Franklin
M-013940,"$2,500",2500,12/17/18 17:46,1/4/19 18:54,BEV,Tesla Model 3,Tesla,2018,2018-11-14,Purchase,2481,Norfolk
M-013941,"$2,500",2500,12/17/18 18:04,1/24/19 10:42,PHEV+,Honda Clarity PHEV,Honda,2018,2018-12-13,Lease,1921,Essex
M-013942,"$2,500",2500,12/17/18 18:44,1/4/19 17:31,BEV,Chevrolet Bolt EV,Chevrolet,2019,2018-12-08,Purchase,1588,Worcester
M-013943,"$2,500",2500,12/17/18 19:01,1/4/19 17:36,BEV,Tesla Model 3,Tesla,2018,2018-12-17,Purchase,1983,Essex
M-013944,"$2,500",2500,12/17/18 19:13,1/4/19 18:50,BEV,Tesla Model 3,Tesla,2018,2018-12-17,Purchase,2332,Plymouth
M-013945,"$1,500",1500,12/17/18 19:25,1/4/19 17:33,PHEV,Toyota Prius Prime,Toyota,2018,2018-10-06,Purchase,1801,Middlesex
M-013946,"$2,500",2500,12/17/18 19:44,1/4/19 18:35,BEV,Tesla Model 3,Tesla,2018,2018-12-17,Purchase,2563,Barnstable
M-013947,"$2,500",2500,12/17/18 20:13,1/7/19 16:22,PHEV+,Chevrolet Volt,Chevrolet,2018,2018-12-15,Lease,2445,Norfolk
M-013948,"$1,500",1500,12/17/18 20:16,1/4/19 18:41,PHEV,Toyota Prius Prime,Toyota,2018,2018-12-14,Purchase,1985,Essex
M-013949,"$2,500",2500,12/17/18 20:18,1/4/19 17:34,BEV,Tesla Model 3,Tesla,2018,2018-12-17,Purchase,2446,Norfolk
M-013950,"$2,500",2500,12/17/18 20:28,1/7/19 17:05,BEV,Tesla Model 3,Tesla,2018,2018-12-17,Purchase,1940,Essex
M-013951,"$2,500",2500,12/17/18 20:37,1/4/19 18:54,PHEV+,Honda Clarity PHEV,Honda,2018,2018-12-15,Purchase,1462,Worcester
M-013952,"$1,500",1500,12/17/18 20:54,1/4/19 18:43,PHEV,Toyota Prius Prime,Toyota,2018,2018-12-12,Purchase,1701,Middlesex
M-013953,"$2,500",2500,12/17/18 21:00,1/4/19 18:44,BEV,Chevrolet Bolt EV,Chevrolet,2019,2018-12-13,Purchase,2184,Norfolk
M-013954,"$2,500",2500,12/17/18 21:00,1/4/19 17:34,PHEV+,Chrysler Pacifica,Chrysler,2018,2018-12-17,Purchase,1452,Worcester
M-013955,"$2,500",2500,12/17/18 21:16,1/8/19 15:55,BEV,Tesla Model 3,Tesla,2018,2018-12-17,Purchase,1923,Essex
M-013956,"$2,500",2500,12/17/18 21:28,1/4/19 17:35,BEV,Chevrolet Bolt EV,Chevrolet,2019,2018-12-15,Purchase,1701,Middlesex
M-013957,"$2,500",2500,12/17/18 21:45,1/7/19 18:27,PHEV+,Chrysler Pacifica,Chrysler,2018,2018-09-18,Purchase,1890,Middlesex
M-013958,"$2,500",2500,12/17/18 22:05,1/4/19 18:49,BEV,Tesla Model 3,Tesla,2018,2018-12-17,Purchase,2155,Middlesex
M-013959,"$1,500",1500,12/17/18 22:12,1/4/19 18:40,PHEV,Toyota Prius Prime,Toyota,2018,2018-12-17,Purchase,2145,Middlesex
M-013960,"$2,500",2500,12/17/18 22:42,1/4/19 17:46,BEV,Tesla Model 3,Tesla,2018,2018-12-17,Purchase,2492,Norfolk
M-013961,"$2,500",2500,12/18/18 0:10,1/14/19 16:24,BEV,Tesla Model 3,Tesla,2018,2018-12-13,Purchase,2170,Norfolk
M-013963,"$2,500",2500,12/18/18 7:36,1/18/19 13:52,BEV,Tesla Model 3,Tesla,2018,2018-12-17,Purchase,2030,Norfolk
M-013964,"$1,000",1000,12/18/18 7:40,1/4/19 18:54,BEV,Tesla Model S 100 kWh,Tesla,2018,2018-12-11,Purchase,2492,Norfolk
M-013966,"$2,500",2500,12/18/18 8:44,1/7/19 12:02,BEV,Tesla Model 3,Tesla,2018,2018-12-17,Purchase,1010,Hampden
M-013967,"$2,500",2500,12/18/18 8:58,1/4/19 17:44,BEV,Tesla Model 3,Tesla,2018,2018-12-01,Purchase,2465,Middlesex
M-013969,"$1,500",1500,12/18/18 9:14,1/18/19 11:10,PHEV,Mercedes-Benz GLC 350e 4Matic,Mercedes-Benz,2019,2018-12-23,Purchase,2482,Norfolk
M-013970,"$2,500",2500,12/18/18 9:23,1/7/19 12:55,BEV,Tesla Model 3,Tesla,2018,2018-12-17,Purchase,1545,Worcester
M-013971,"$2,500",2500,12/18/18 9:25,1/8/19 17:06,PHEV+,Mitsubishi Outlander PHEV,Mitsubishi,2018,2018-12-13,Purchase,2347,Plymouth
M-013972,"$1,000",1000,12/18/18 9:48,1/4/19 18:57,BEV,Tesla Model S 100 kWh,Tesla,2018,2018-12-13,Purchase,2476,Middlesex
M-013973,"$2,500",2500,12/18/18 9:50,1/7/19 18:49,PHEV+,Chevrolet Volt,Chevrolet,2018,2018-12-17,Purchase,1504,Worcester
M-013974,"$2,500",2500,12/18/18 10:12,1/7/19 11:46,PHEV+,Chrysler Pacifica,Chrysler,2018,2018-12-08,Purchase,1545,Worcester
M-013975,"$2,500",2500,12/18/18 10:16,1/4/19 17:45,BEV,Smart Electric Fortwo Coupe,Smart,2018,2018-12-07,Lease,2144,Middlesex
M-013976,"$2,500",2500,12/18/18 10:35,1/24/19 12:26,BEV,Chevrolet Bolt EV,Chevrolet,2019,2018-12-15,Lease,2125,Suffolk
M-013977,"$2,500",2500,12/18/18 10:37,1/8/19 15:57,BEV,Tesla Model 3,Tesla,2018,2018-12-14,Purchase,2458,Middlesex
M-013979,"$1,500",1500,12/18/18 11:12,1/7/19 11:58,PHEV,Toyota Prius Prime,Toyota,2018,2018-11-12,Purchase,1201,Berkshire
M-013980,"$2,500",2500,12/18/18 11:22,1/7/19 13:18,PHEV+,Honda Clarity PHEV,Honda,2018,2018-12-14,Lease,2421,Middlesex
M-013981,"$2,500",2500,12/18/18 11:52,1/7/19 16:55,BEV,Chevrolet Bolt EV,Chevrolet,2019,2018-12-15,Lease,2492,Norfolk
M-013982,"$2,500",2500,12/18/18 12:11,1/17/19 10:48,BEV,Chevrolet Bolt EV,Chevrolet,2019,2018-12-17,Purchase,1742,Middlesex
M-013983,"$2,500",2500,12/18/18 12:16,1/4/19 18:06,PHEV+,Mitsubishi Outlander PHEV,Mitsubishi,2018,2018-12-17,Purchase,1810,Essex
M-013985,"$2,500",2500,12/18/18 12:49,1/7/19 17:05,BEV,Tesla Model 3,Tesla,2018,2018-12-17,Purchase,2459,Middlesex
M-013986,"$2,500",2500,12/18/18 13:24,1/7/19 12:42,BEV,Tesla Model 3,Tesla,2018,2018-12-17,Purchase,1720,Middlesex
M-013987,"$2,500",2500,12/18/18 13:37,1/11/19 16:33,BEV,Tesla Model 3,Tesla,2018,2018-12-17,Purchase,2126,Suffolk
M-013988,"$2,500",2500,12/18/18 13:51,1/4/19 18:51,BEV,Tesla Model 3,Tesla,2018,2018-11-19,Purchase,2465,Middlesex
M-013989,"$2,500",2500,12/18/18 13:57,1/7/19 13:17,BEV,Tesla Model 3,Tesla,2018,2018-11-29,Purchase,2467,Norfolk
M-013990,"$2,500",2500,12/18/18 14:00,1/7/19 11:55,PHEV+,Chevrolet Volt,Chevrolet,2018,2018-12-14,Lease,2045,Plymouth
M-013992,"$1,500",1500,12/18/18 15:01,1/4/19 18:13,PHEV,Mercedes-Benz GLC 350e 4Matic,Mercedes-Benz,2019,2018-11-30,Purchase,2421,Middlesex
